x,y,rssi_data
20,26,"[{'48:8b:0a:f3:19:43': -72}, {'48:8b:0a:f2:3a:c3': -60}, {'84:5a:3e:94:a4:83': -82}, {'48:8b:0a:f4:27:e3': -96}, {'84:f1:47:a8:73:c3': -94}, {'48:8b:0a:f2:64:a3': -85}, {'84:f1:47:a8:77:23': -83}, {'f0:1d:2d:a5:1d:c3': -94}, {'84:f1:47:a8:36:c3': -85}, {'48:8b:0a:f4:ff:83': -94}, {'48:8b:0a:f2:3a:c2': -60}, {'84:5a:3e:94:a4:82': -74}, {'48:8b:0a:f3:19:42': -74}, {'84:f1:47:a8:36:c2': -84}, {'48:8b:0a:f4:27:e2': -96}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f2:64:a2': -84}, {'84:f1:47:a8:77:22': -83}, {'f0:1d:2d:a5:1d:c2': -94}, {'48:8b:0a:f4:ff:82': -94}, {'48:8b:0a:f2:3a:c1': -60}, {'84:5a:3e:94:a4:81': -82}, {'48:8b:0a:f3:19:41': -74}, {'48:8b:0a:f4:27:e1': -96}, {'48:8b:0a:f2:64:a1': -85}, {'84:f1:47:a8:73:c1': -95}, {'84:f1:47:a8:77:21': -83}, {'f0:1d:2d:a5:1d:c1': -94}, {'84:f1:47:a8:36:c1': -85}, {'48:8b:0a:f4:ff:81': -94}, {'48:8b:0a:f2:3a:c0': -60}, {'84:5a:3e:94:a4:80': -74}, {'48:8b:0a:f3:19:40': -74}, {'48:8b:0a:f4:27:e0': -96}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f2:64:a0': -85}, {'84:f1:47:a8:77:20': -83}, {'f0:1d:2d:a5:1d:c0': -94}, {'48:8b:0a:f4:ff:80': -94}, {'84:f1:47:a8:36:c0': -85}, {'86:9e:56:b9:17:6e': -97}, {'32:13:8b:3e:57:39': -86}]"
20,25,"[{'48:8b:0a:f3:19:43': -72}, {'84:5a:3e:94:a4:83': -73}, {'84:f1:47:a8:9d:23': -95}, {'84:f1:47:a8:36:c3': -85}, {'48:8b:0a:f4:ff:83': -87}, {'48:8b:0a:f2:3a:c3': -74}, {'84:f1:47:a8:73:c3': -93}, {'48:8b:0a:f2:64:a3': -95}, {'48:8b:0a:f4:27:e3': -96}, {'84:f1:47:a8:77:23': -84}, {'f0:1d:2d:a5:1d:c3': -94}, {'84:5a:3e:94:a4:80': -73}, {'84:f1:47:a8:9d:20': -95}, {'84:f1:47:a8:36:c0': -85}, {'48:8b:0a:f4:ff:80': -93}, {'48:8b:0a:f2:3a:c0': -72}, {'48:8b:0a:f3:19:40': -73}, {'84:f1:47:a8:73:c0': -93}, {'48:8b:0a:f4:27:e0': -96}, {'48:8b:0a:f2:64:a0': -95}, {'84:f1:47:a8:77:20': -83}, {'f0:1d:2d:a5:1d:c0': -94}, {'84:5a:3e:94:a4:82': -73}, {'84:f1:47:a8:9d:22': -95}, {'84:f1:47:a8:36:c2': -85}, {'48:8b:0a:f4:ff:82': -93}, {'48:8b:0a:f2:3a:c2': -74}, {'48:8b:0a:f3:19:42': -73}, {'48:8b:0a:f2:64:a2': -95}, {'84:f1:47:a8:73:c2': -93}, {'84:f1:47:a8:77:22': -83}, {'f0:1d:2d:a5:1d:c2': -94}, {'84:5a:3e:94:a4:81': -73}, {'84:f1:47:a8:9d:21': -95}, {'84:f1:47:a8:36:c1': -85}, {'48:8b:0a:f4:ff:81': -87}, {'48:8b:0a:f2:3a:c1': -74}, {'48:8b:0a:f3:19:41': -73}, {'48:8b:0a:f2:64:a1': -95}, {'48:8b:0a:f4:27:e1': -96}, {'84:f1:47:a8:73:c1': -93}, {'84:f1:47:a8:77:21': -83}, {'f0:1d:2d:a5:1d:c1': -94}, {'32:13:8b:3e:57:39': -94}]"
20,24,"[{'48:8b:0a:f3:19:43': -60}, {'84:f1:47:a8:36:c3': -73}, {'48:8b:0a:f2:3a:c3': -83}, {'84:f1:47:a8:73:c3': -94}, {'48:8b:0a:f2:64:a3': -94}, {'84:f1:47:a8:77:23': -60}, {'f0:1d:2d:a5:1d:c3': -94}, {'48:8b:0a:f4:ff:83': -94}, {'84:5a:3e:94:a4:83': -84}, {'84:f1:47:a8:9d:21': -96}, {'84:f1:47:a8:36:c1': -73}, {'48:8b:0a:f2:3a:c1': -84}, {'48:8b:0a:f3:19:41': -71}, {'84:5a:3e:94:a4:81': -84}, {'48:8b:0a:f4:ff:81': -94}, {'48:8b:0a:f2:64:a1': -94}, {'84:f1:47:a8:73:c1': -94}, {'84:f1:47:a8:77:21': -60}, {'f0:1d:2d:a5:1d:c1': -94}, {'84:f1:47:a8:9d:20': -96}, {'84:f1:47:a8:36:c0': -73}, {'48:8b:0a:f2:3a:c0': -84}, {'48:8b:0a:f3:19:40': -71}, {'84:5a:3e:94:a4:80': -84}, {'48:8b:0a:f4:ff:80': -94}, {'84:f1:47:a8:73:c0': -94}, {'48:8b:0a:f2:64:a0': -94}, {'84:f1:47:a8:77:20': -60}, {'f0:1d:2d:a5:1d:c0': -93}, {'84:f1:47:a8:36:c2': -73}, {'48:8b:0a:f3:19:42': -71}, {'48:8b:0a:f2:3a:c2': -84}, {'84:5a:3e:94:a4:82': -84}, {'48:8b:0a:f4:ff:82': -94}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f2:64:a2': -94}, {'84:f1:47:a8:77:22': -60}, {'f0:1d:2d:a5:1d:c2': -94}, {'32:13:8b:3e:57:39': -93}]"
20,23,"[{'48:8b:0a:f3:19:43': -60}, {'84:5a:3e:94:a4:83': -85}, {'48:8b:0a:f4:ff:83': -95}, {'48:8b:0a:f2:3a:c3': -60}, {'84:f1:47:a8:36:c3': -72}, {'84:f1:47:a8:73:c3': -95}, {'48:8b:0a:f2:64:a3': -87}, {'84:f1:47:a8:77:23': -60}, {'f0:1d:2d:a5:1d:c3': -95}, {'84:5a:3e:94:a4:82': -87}, {'84:f1:47:a8:36:c2': -73}, {'48:8b:0a:f3:19:42': -71}, {'48:8b:0a:f2:3a:c2': -72}, {'84:f1:47:a8:73:c2': -95}, {'48:8b:0a:f2:64:a2': -93}, {'84:f1:47:a8:77:22': -60}, {'f0:1d:2d:a5:1d:c2': -95}, {'84:f1:47:a8:9d:20': -96}, {'84:5a:3e:94:a4:80': -85}, {'84:f1:47:a8:36:c0': -73}, {'48:8b:0a:f3:19:40': -60}, {'48:8b:0a:f2:3a:c0': -60}, {'48:8b:0a:f4:ff:80': -94}, {'84:f1:47:a8:73:c0': -95}, {'48:8b:0a:f2:64:a0': -87}, {'84:f1:47:a8:77:20': -60}, {'f0:1d:2d:a5:1d:c0': -94}, {'84:5a:3e:94:a4:81': -85}, {'48:8b:0a:f4:ff:81': -95}, {'48:8b:0a:f3:19:41': -60}, {'48:8b:0a:f2:3a:c1': -60}, {'84:f1:47:a8:36:c1': -73}, {'84:f1:47:a8:73:c1': -95}, {'48:8b:0a:f2:64:a1': -87}, {'84:f1:47:a8:77:21': -60}, {'f0:1d:2d:a5:1d:c1': -95}, {'86:9e:56:b9:17:6e': -96}, {'32:13:8b:3e:57:39': -94}]"
20,22,"[{'48:8b:0a:f3:19:43': -72}, {'84:f1:47:a8:9d:23': -94}, {'84:f1:47:a8:36:c3': -72}, {'48:8b:0a:f4:ff:83': -94}, {'48:8b:0a:f2:3a:c3': -72}, {'84:5a:3e:94:a4:83': -93}, {'84:f1:47:a8:73:c3': -94}, {'48:8b:0a:f2:64:a3': -84}, {'84:f1:47:a8:77:23': -71}, {'f0:1d:2d:a5:1d:c3': -94}, {'84:f1:47:a8:9d:22': -94}, {'84:f1:47:a8:36:c2': -72}, {'48:8b:0a:f4:ff:82': -94}, {'48:8b:0a:f3:19:42': -60}, {'48:8b:0a:f2:3a:c2': -72}, {'84:5a:3e:94:a4:82': -86}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f2:64:a2': -83}, {'f0:1d:2d:a5:1d:c2': -94}, {'84:f1:47:a8:77:22': -71}, {'84:f1:47:a8:9d:21': -94}, {'84:f1:47:a8:36:c1': -72}, {'48:8b:0a:f4:ff:81': -94}, {'48:8b:0a:f3:19:41': -60}, {'48:8b:0a:f2:3a:c1': -72}, {'84:5a:3e:94:a4:81': -86}, {'84:f1:47:a8:73:c1': -94}, {'48:8b:0a:f2:64:a1': -83}, {'f0:1d:2d:a5:1d:c1': -94}, {'84:f1:47:a8:77:21': -71}, {'84:f1:47:a8:9d:20': -94}, {'84:f1:47:a8:36:c0': -72}, {'48:8b:0a:f4:ff:80': -94}, {'48:8b:0a:f3:19:40': -71}, {'48:8b:0a:f2:3a:c0': -72}, {'84:5a:3e:94:a4:80': -86}, {'84:f1:47:a8:73:c0': -94}, {'48:8b:0a:f2:64:a0': -83}, {'f0:1d:2d:a5:1d:c0': -94}, {'84:f1:47:a8:77:20': -71}, {'32:13:8b:3e:57:39': -95}]"
20,21,"[{'84:f1:47:a8:36:c2': -72}, {'48:8b:0a:f4:ff:82': -94}, {'48:8b:0a:f3:19:42': -73}, {'48:8b:0a:f2:3a:c2': -72}, {'84:5a:3e:94:a4:82': -83}, {'84:f1:47:a8:9d:22': -94}, {'48:8b:0a:f2:64:a2': -85}, {'84:f1:47:a8:77:22': -72}, {'f0:1d:2d:a5:1d:c2': -94}, {'84:f1:47:a8:36:c1': -72}, {'48:8b:0a:f4:ff:81': -94}, {'48:8b:0a:f3:19:41': -73}, {'48:8b:0a:f2:3a:c1': -72}, {'84:5a:3e:94:a4:81': -83}, {'84:f1:47:a8:9d:21': -94}, {'48:8b:0a:f2:64:a1': -85}, {'f0:1d:2d:a5:1d:c1': -94}, {'48:8b:0a:f3:19:43': -72}, {'48:8b:0a:f4:ff:83': -94}, {'84:f1:47:a8:36:c3': -55}, {'48:8b:0a:f2:3a:c3': -72}, {'84:5a:3e:94:a4:83': -84}, {'84:f1:47:a8:9d:23': -94}, {'48:8b:0a:f2:64:a3': -85}, {'84:f1:47:a8:77:23': -72}, {'f0:1d:2d:a5:1d:c3': -94}, {'48:8b:0a:f4:ff:80': -94}, {'84:f1:47:a8:36:c0': -72}, {'48:8b:0a:f3:19:40': -73}, {'48:8b:0a:f2:3a:c0': -72}, {'84:5a:3e:94:a4:80': -83}, {'84:f1:47:a8:9d:20': -95}, {'48:8b:0a:f2:64:a0': -85}, {'84:f1:47:a8:77:20': -72}, {'f0:1d:2d:a5:1d:c0': -94}, {'86:9e:56:b9:17:6e': -96}, {'32:13:8b:3e:57:39': -93}]"
20,20,"[{'48:8b:0a:f3:19:43': -74}, {'84:f1:47:a8:9d:23': -83}, {'84:f1:47:a8:36:c3': -83}, {'48:8b:0a:f2:3a:c3': -73}, {'84:f1:47:a8:73:c3': -87}, {'48:8b:0a:f2:64:a3': -85}, {'84:f1:47:a8:77:23': -74}, {'84:5a:3e:94:a4:83': -85}, {'84:f1:47:a8:36:c1': -83}, {'48:8b:0a:f3:19:41': -74}, {'84:f1:47:a8:9d:21': -83}, {'48:8b:0a:f2:3a:c1': -73}, {'84:f1:47:a8:73:c1': -93}, {'48:8b:0a:f2:64:a1': -85}, {'84:f1:47:a8:77:21': -73}, {'84:5a:3e:94:a4:81': -85}, {'84:f1:47:a8:9d:22': -83}, {'84:f1:47:a8:36:c2': -82}, {'48:8b:0a:f3:19:42': -74}, {'48:8b:0a:f2:3a:c2': -73}, {'84:f1:47:a8:73:c2': -87}, {'48:8b:0a:f2:64:a2': -86}, {'84:f1:47:a8:77:22': -73}, {'84:5a:3e:94:a4:82': -85}, {'84:f1:47:a8:9d:20': -84}, {'84:f1:47:a8:36:c0': -82}, {'48:8b:0a:f3:19:40': -84}, {'48:8b:0a:f2:3a:c0': -73}, {'84:f1:47:a8:73:c0': -87}, {'48:8b:0a:f2:64:a0': -85}, {'84:f1:47:a8:77:20': -73}, {'84:5a:3e:94:a4:80': -84}, {'32:13:8b:3e:57:39': -93}]"
20,19,"[{'48:8b:0a:f3:19:43': -74}, {'84:f1:47:a8:73:c3': -94}, {'48:8b:0a:f2:64:a3': -86}, {'84:f1:47:a8:77:23': -72}, {'48:8b:0a:f4:ff:83': -93}, {'84:5a:3e:94:a4:83': -86}, {'84:f1:47:a8:9d:23': -83}, {'84:f1:47:a8:36:c3': -74}, {'48:8b:0a:f2:3a:c3': -82}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f2:64:a2': -86}, {'84:f1:47:a8:77:22': -72}, {'84:5a:3e:94:a4:82': -86}, {'84:f1:47:a8:9d:22': -83}, {'84:f1:47:a8:36:c2': -74}, {'48:8b:0a:f3:19:42': -74}, {'48:8b:0a:f2:3a:c2': -82}, {'84:f1:47:a8:73:c0': -94}, {'48:8b:0a:f2:64:a0': -86}, {'84:f1:47:a8:77:20': -72}, {'84:5a:3e:94:a4:80': -86}, {'84:f1:47:a8:9d:20': -83}, {'84:f1:47:a8:36:c0': -74}, {'48:8b:0a:f4:ff:80': -93}, {'48:8b:0a:f3:19:40': -74}, {'48:8b:0a:f2:3a:c0': -82}, {'48:8b:0a:f2:64:a1': -85}, {'84:f1:47:a8:73:c1': -94}, {'84:f1:47:a8:77:21': -72}, {'84:5a:3e:94:a4:81': -86}, {'84:f1:47:a8:9d:21': -85}, {'84:f1:47:a8:36:c1': -73}, {'48:8b:0a:f3:19:41': -72}, {'48:8b:0a:f2:3a:c1': -82}]"
20,18,"[{'48:8b:0a:f3:19:43': -74}, {'84:f1:47:a8:9d:23': -86}, {'84:f1:47:a8:36:c3': -83}, {'48:8b:0a:f2:3a:c3': -73}, {'84:f1:47:a8:73:c3': -94}, {'84:f1:47:a8:77:23': -73}, {'84:5a:3e:94:a4:83': -94}, {'84:f1:47:a8:9d:21': -85}, {'84:f1:47:a8:36:c1': -83}, {'48:8b:0a:f2:3a:c1': -73}, {'84:f1:47:a8:73:c1': -95}, {'48:8b:0a:f2:64:a1': -95}, {'84:f1:47:a8:77:21': -73}, {'84:5a:3e:94:a4:81': -87}, {'48:8b:0a:f3:19:41': -83}, {'84:f1:47:a8:9d:22': -85}, {'84:f1:47:a8:36:c2': -83}, {'48:8b:0a:f2:3a:c2': -73}, {'48:8b:0a:f2:64:a2': -95}, {'84:f1:47:a8:73:c2': -94}, {'84:f1:47:a8:77:22': -73}, {'48:8b:0a:f3:19:42': -83}, {'84:5a:3e:94:a4:82': -93}, {'84:f1:47:a8:9d:20': -85}, {'84:f1:47:a8:36:c0': -83}, {'48:8b:0a:f2:3a:c0': -73}, {'84:f1:47:a8:73:c0': -94}, {'84:f1:47:a8:77:20': -73}, {'84:5a:3e:94:a4:80': -87}, {'48:8b:0a:f3:19:40': -83}, {'32:13:8b:3e:57:39': -94}]"
20,17,"[{'84:f1:47:a8:77:23': -59}, {'84:f1:47:a8:73:c3': -94}, {'48:8b:0a:f2:64:a3': -94}, {'84:f1:47:a8:9d:23': -87}, {'84:f1:47:a8:36:c3': -86}, {'48:8b:0a:f3:19:43': -83}, {'48:8b:0a:f2:3a:c3': -83}, {'84:5a:3e:94:a4:83': -94}, {'84:f1:47:a8:77:22': -59}, {'84:f1:47:a8:73:c2': -94}, {'48:8b:0a:f2:64:a2': -95}, {'84:f1:47:a8:9d:22': -86}, {'84:f1:47:a8:36:c2': -86}, {'48:8b:0a:f3:19:42': -83}, {'48:8b:0a:f2:3a:c2': -84}, {'84:5a:3e:94:a4:82': -94}, {'84:f1:47:a8:77:21': -59}, {'84:f1:47:a8:73:c1': -94}, {'48:8b:0a:f2:64:a1': -95}, {'84:f1:47:a8:9d:21': -86}, {'84:f1:47:a8:36:c1': -86}, {'48:8b:0a:f3:19:41': -83}, {'48:8b:0a:f2:3a:c1': -84}, {'84:5a:3e:94:a4:81': -94}, {'84:f1:47:a8:77:20': -59}, {'84:f1:47:a8:73:c0': -94}, {'48:8b:0a:f2:64:a0': -95}, {'84:f1:47:a8:9d:20': -87}, {'84:f1:47:a8:36:c0': -86}, {'48:8b:0a:f4:ff:80': -95}, {'48:8b:0a:f3:19:40': -83}, {'48:8b:0a:f2:3a:c0': -84}, {'84:5a:3e:94:a4:80': -94}]"
20,16,"[{'84:f1:47:a8:77:23': -74}, {'f0:1d:2d:a5:83:23': -95}, {'f0:1d:2d:a5:1d:c3': -95}, {'48:8b:0a:f2:64:a3': -94}, {'48:8b:0a:f2:3a:c3': -83}, {'84:5a:3e:94:a4:83': -87}, {'84:f1:47:a8:9d:23': -83}, {'84:f1:47:a8:36:c3': -84}, {'f0:1d:2d:a5:83:22': -95}, {'f0:1d:2d:a5:1d:c2': -95}, {'84:f1:47:a8:77:22': -74}, {'48:8b:0a:f2:64:a2': -94}, {'48:8b:0a:f2:3a:c2': -83}, {'84:f1:47:a8:9d:22': -83}, {'f0:1d:2d:a5:83:21': -95}, {'f0:1d:2d:a5:1d:c1': -96}, {'84:f1:47:a8:77:21': -74}, {'48:8b:0a:f2:64:a1': -94}, {'48:8b:0a:f2:3a:c1': -83}, {'84:5a:3e:94:a4:81': -93}, {'84:f1:47:a8:9d:21': -83}, {'f0:1d:2d:a5:83:20': -95}, {'f0:1d:2d:a5:1d:c0': -96}, {'84:f1:47:a8:77:20': -74}, {'48:8b:0a:f2:64:a0': -94}, {'48:8b:0a:f2:3a:c0': -83}, {'84:5a:3e:94:a4:80': -87}, {'32:13:8b:3e:57:39': -95}]"
20,15,"[{'84:f1:47:a8:77:23': -60}, {'f0:1d:2d:a5:83:23': -94}, {'48:8b:0a:f2:3a:c3': -85}, {'84:5a:3e:94:a4:83': -94}, {'48:8b:0a:f3:19:43': -86}, {'84:f1:47:a8:9d:23': -84}, {'84:f1:47:a8:36:c3': -84}, {'f0:1d:2d:a5:83:22': -95}, {'84:f1:47:a8:77:22': -59}, {'48:8b:0a:f3:19:42': -85}, {'48:8b:0a:f2:3a:c2': -85}, {'84:f1:47:a8:9d:22': -84}, {'84:f1:47:a8:36:c2': -84}, {'84:f1:47:a8:77:21': -59}, {'84:f1:47:a8:73:c1': -96}, {'48:8b:0a:f3:19:41': -85}, {'48:8b:0a:f2:3a:c1': -85}, {'84:f1:47:a8:9d:21': -84}, {'84:f1:47:a8:36:c1': -84}, {'84:f1:47:a8:77:20': -59}, {'48:8b:0a:f3:19:40': -86}, {'48:8b:0a:f2:3a:c0': -85}, {'84:f1:47:a8:9d:20': -84}, {'84:f1:47:a8:36:c0': -84}]"
20,14,"[{'84:f1:47:a8:77:23': -84}, {'f0:1d:2d:a5:83:23': -95}, {'48:8b:0a:f2:64:a3': -94}, {'84:f1:47:a8:9d:23': -73}, {'84:f1:47:a8:36:c3': -83}, {'48:8b:0a:f3:19:43': -93}, {'f0:1d:2d:a5:83:22': -95}, {'84:f1:47:a8:77:22': -73}, {'48:8b:0a:f2:64:a2': -94}, {'84:5a:3e:94:a4:82': -86}, {'84:f1:47:a8:9d:22': -73}, {'84:f1:47:a8:36:c2': -83}, {'84:f1:47:a8:77:21': -73}, {'48:8b:0a:f2:64:a1': -94}, {'84:5a:3e:94:a4:81': -86}, {'84:f1:47:a8:9d:21': -73}, {'84:f1:47:a8:36:c1': -83}, {'84:f1:47:a8:77:20': -73}, {'48:8b:0a:f2:64:a0': -94}, {'84:5a:3e:94:a4:80': -86}, {'84:f1:47:a8:9d:20': -73}, {'84:f1:47:a8:36:c0': -83}, {'f0:1d:2d:a5:1d:c0': -95}]"
20,13,"[{'84:f1:47:a8:36:c3': -72}, {'84:5a:3e:94:a4:83': -87}, {'84:f1:47:a8:9d:23': -71}, {'48:8b:0a:f2:64:a3': -94}, {'84:f1:47:a8:77:23': -86}, {'f0:1d:2d:a5:83:23': -93}, {'48:8b:0a:f4:ff:83': -94}, {'48:8b:0a:f2:3a:c3': -94}, {'48:8b:0a:ba:e1:e3': -95}, {'84:5a:3e:94:a4:82': -86}, {'84:f1:47:a8:9d:22': -72}, {'84:f1:47:a8:36:c2': -72}, {'e0:0e:da:df:d5:72': -96}, {'48:8b:0a:f2:64:a2': -94}, {'84:f1:47:a8:77:22': -86}, {'f0:1d:2d:a5:83:22': -86}, {'48:8b:0a:f4:ff:82': -94}, {'48:8b:0a:ba:e1:e2': -95}, {'48:8b:0a:f2:3a:c2': -94}, {'84:5a:3e:94:a4:81': -86}, {'84:f1:47:a8:36:c1': -72}, {'e0:0e:da:df:d5:71': -96}, {'48:8b:0a:f2:64:a1': -94}, {'84:f1:47:a8:77:21': -86}, {'48:8b:0a:f4:ff:81': -94}, {'84:f1:47:a8:9d:21': -72}, {'48:8b:0a:f2:3a:c1': -94}, {'84:f1:47:a8:9d:20': -72}, {'84:f1:47:a8:36:c0': -72}, {'e0:0e:da:df:d5:70': -96}, {'48:8b:0a:f2:64:a0': -94}, {'f0:1d:2d:a5:83:20': -93}, {'48:8b:0a:f4:ff:80': -94}, {'48:8b:0a:f2:3a:c0': -94}, {'84:5a:3e:94:a4:80': -86}]"
20,12,"[{'48:8b:0a:f4:ff:81': -94}, {'84:f1:47:a8:9d:21': -74}, {'84:f1:47:a8:36:c1': -58}, {'e0:0e:da:df:d5:71': -95}, {'48:8b:0a:f2:64:a1': -94}, {'84:f1:47:a8:77:21': -87}, {'48:8b:0a:f4:ff:80': -94}, {'84:f1:47:a8:9d:20': -74}, {'84:f1:47:a8:36:c0': -58}, {'48:8b:0a:f2:64:a0': -94}, {'84:f1:47:a8:77:20': -93}, {'f0:1d:2d:a5:83:20': -94}, {'84:f1:47:a8:36:c3': -58}, {'84:f1:47:a8:9d:23': -74}, {'48:8b:0a:f2:64:a3': -94}, {'84:f1:47:a8:77:23': -87}, {'f0:1d:2d:a5:83:23': -94}, {'84:f1:47:a8:9d:22': -74}, {'84:f1:47:a8:36:c2': -58}, {'48:8b:0a:f2:64:a2': -94}, {'84:f1:47:a8:77:22': -87}, {'f0:1d:2d:a5:83:22': -94}]"
10,12,"[{'84:f1:47:a8:36:c3': -57}, {'84:f1:47:a8:73:c3': -84}, {'84:f1:47:a8:77:23': -83}, {'f0:1d:2d:a5:1d:c3': -95}, {'48:8b:0a:f2:3a:c3': -94}, {'48:8b:0a:ba:e1:e3': -94}, {'48:8b:0a:f3:19:43': -86}, {'84:f1:47:a8:9d:23': -94}, {'84:f1:47:a8:36:c2': -57}, {'84:f1:47:a8:73:c2': -83}, {'84:f1:47:a8:77:22': -83}, {'f0:1d:2d:a5:1d:c2': -95}, {'48:8b:0a:f2:3a:c2': -94}, {'48:8b:0a:ba:e1:e2': -94}, {'48:8b:0a:f3:19:42': -86}, {'84:5a:3e:94:a4:82': -97}, {'84:f1:47:a8:9d:22': -94}, {'84:f1:47:a8:36:c1': -57}, {'84:f1:47:a8:73:c1': -84}, {'48:8b:0a:f2:64:a1': -86}, {'84:f1:47:a8:77:21': -83}, {'f0:1d:2d:a5:1d:c1': -95}, {'48:8b:0a:f2:3a:c1': -94}, {'48:8b:0a:ba:e1:e1': -94}, {'84:f1:47:a8:9d:21': -94}, {'48:8b:0a:f3:19:41': -86}, {'84:f1:47:a8:36:c0': -57}, {'84:f1:47:a8:73:c0': -84}, {'48:8b:0a:f2:64:a0': -86}, {'84:f1:47:a8:77:20': -83}, {'f0:1d:2d:a5:1d:c0': -95}, {'48:8b:0a:f2:3a:c0': -94}, {'48:8b:0a:ba:e1:e0': -94}, {'48:8b:0a:f3:19:40': -86}, {'84:f1:47:a8:9d:20': -94}, {'86:9e:56:b9:17:6e': -96}, {'32:13:8b:3e:57:39': -94}]"
9,12,"[{'84:f1:47:a8:36:c3': -57}, {'84:f1:47:a8:73:c3': -74}, {'48:8b:0a:f2:64:a3': -73}, {'84:f1:47:a8:77:23': -86}, {'f0:1d:2d:a5:1d:c3': -84}, {'48:8b:0a:ba:e1:e3': -94}, {'84:5a:3e:94:a4:83': -95}, {'48:8b:0a:f2:3a:c3': -86}, {'84:f1:47:a8:9d:23': -94}, {'48:8b:0a:f3:19:43': -86}, {'84:f1:47:a8:36:c2': -57}, {'84:f1:47:a8:73:c2': -74}, {'48:8b:0a:f2:64:a2': -73}, {'84:f1:47:a8:77:22': -86}, {'f0:1d:2d:a5:1d:c2': -85}, {'48:8b:0a:f2:3a:c2': -86}, {'48:8b:0a:ba:e1:e2': -94}, {'84:5a:3e:94:a4:82': -94}, {'84:f1:47:a8:9d:22': -94}, {'48:8b:0a:f3:19:42': -87}, {'84:f1:47:a8:36:c1': -57}, {'84:f1:47:a8:73:c1': -74}, {'48:8b:0a:f2:64:a1': -73}, {'84:f1:47:a8:77:21': -86}, {'f0:1d:2d:a5:1d:c1': -84}, {'48:8b:0a:f2:3a:c1': -86}, {'48:8b:0a:ba:e1:e1': -94}, {'84:5a:3e:94:a4:81': -95}, {'84:f1:47:a8:9d:21': -94}, {'48:8b:0a:f3:19:41': -86}, {'84:f1:47:a8:36:c0': -57}, {'84:f1:47:a8:73:c0': -74}, {'48:8b:0a:f2:64:a0': -73}, {'84:f1:47:a8:77:20': -86}, {'f0:1d:2d:a5:1d:c0': -85}, {'48:8b:0a:ba:e1:e0': -94}, {'84:5a:3e:94:a4:80': -95}, {'48:8b:0a:f2:3a:c0': -86}, {'84:f1:47:a8:9d:20': -94}, {'48:8b:0a:f3:19:40': -86}, {'86:9e:56:b9:17:6e': -96}, {'ae:f4:66:11:f6:27': -97}]"
8,12,"[{'84:f1:47:a8:36:c3': -56}, {'84:f1:47:a8:73:c3': -74}, {'48:8b:0a:f2:64:a3': -73}, {'84:f1:47:a8:77:23': -86}, {'f0:1d:2d:a5:1d:c3': -84}, {'48:8b:0a:ba:e1:e3': -94}, {'84:5a:3e:94:a4:83': -95}, {'84:f1:47:a8:9d:23': -94}, {'48:8b:0a:f3:19:43': -86}, {'48:8b:0a:f2:3a:c3': -86}, {'84:f1:47:a8:73:c0': -74}, {'48:8b:0a:f2:64:a0': -73}, {'84:f1:47:a8:77:20': -86}, {'f0:1d:2d:a5:1d:c0': -85}, {'48:8b:0a:ba:e1:e0': -94}, {'84:5a:3e:94:a4:80': -95}, {'84:f1:47:a8:9d:20': -94}, {'84:f1:47:a8:36:c0': -57}, {'48:8b:0a:f3:19:40': -86}, {'48:8b:0a:f2:3a:c0': -86}, {'48:8b:0a:f2:64:a1': -73}, {'84:f1:47:a8:73:c1': -74}, {'84:f1:47:a8:77:21': -86}, {'f0:1d:2d:a5:1d:c1': -84}, {'48:8b:0a:f2:3a:c1': -86}, {'48:8b:0a:ba:e1:e1': -94}, {'84:5a:3e:94:a4:81': -95}, {'84:f1:47:a8:9d:21': -94}, {'84:f1:47:a8:36:c1': -57}, {'48:8b:0a:f3:19:41': -86}, {'84:f1:47:a8:73:c2': -74}, {'48:8b:0a:f2:64:a2': -73}, {'84:f1:47:a8:77:22': -86}, {'f0:1d:2d:a5:1d:c2': -85}, {'48:8b:0a:f2:3a:c2': -86}, {'48:8b:0a:ba:e1:e2': -94}, {'84:5a:3e:94:a4:82': -94}, {'84:f1:47:a8:9d:22': -94}, {'84:f1:47:a8:36:c2': -57}, {'48:8b:0a:f3:19:42': -87}, {'86:9e:56:b9:17:6e': -96}, {'ae:f4:66:11:f6:27': -97}]"
